id,plan_id,city_id,area_id,group_id,tdate,span_id,station_id,station_center_point,block_id,target_bike_cnt,bike_num,predict_in,dispatch_num,efficiency,profit_order,in_bike_cnt,explore_target_bike_cnt,max_capacity,min_capacity,status,create_time,update_time
7469078,18418,360,1,216,20220902,20,55573,118.09536105265|36.944953724047,8b30a4069592fff,7,2,1,0,0,1.65294,0,7,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469079,18418,360,1,216,20220902,20,55574,118.09291766166|36.946763570104,8b30a40682e1fff,6,0,1,5,0,2.01942,0,6,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469080,18418,360,1,216,20220902,20,55575,118.09521283224|36.950235324698,8b30a4069c80fff,4,1,1,0,0,1.48732,0,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469081,18418,360,1,216,20220902,20,90390,118.07548155171|36.929178827418,8b30a406a71cfff,1,1,1,0,0,0.35915,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469082,18418,360,1,216,20220902,20,170267,118.11236597595|36.95322386206,8b30a4069ae2fff,1,1,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469083,18418,360,1,216,20220902,20,138521,118.0966905448|36.965036258904,8b30a406d31afff,1,1,1,0,0,1.03175,0,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469084,18418,360,1,216,20220902,20,153887,118.104874108|36.971531027896,8b30a4a9ad63fff,1,2,1,0,0,0.720348,1,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469085,18418,360,1,216,20220902,20,148252,118.10605987127|36.963486370163,8b30a4a9a50efff,1,1,0,0,0,0.989946,0,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469086,18418,360,1,216,20220902,20,151330,118.10919035056783|36.95984197259928,8b30a4a9a4c4fff,2,3,1,0,0,1.32107,1,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469087,18418,360,1,216,20220902,20,155938,118.11241089122|36.967516014693,8b30a4a9a025fff,1,0,1,0,0,0.552618,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469088,18418,360,1,216,20220902,20,55585,118.09886444413|36.964643383155,8b30a406d22efff,1,1,1,0,0,1.00485,0,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469089,18418,360,1,216,20220902,20,55586,118.08890223603|36.954856872891,8b30a4068a0dfff,11,9,6,0,0,1.15552,5,13,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469090,18418,360,1,216,20220902,20,155937,118.10913207611|36.967425908727,8b30a4a9a1a5fff,7,2,2,0,0,0.989643,2,7,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469091,18418,360,1,216,20220902,20,89893,118.11401885809|36.971040876151,8b30a4a9abb1fff,3,2,2,0,0,0.771996,1,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469092,18418,360,1,216,20220902,20,55588,118.08947715155|36.97174006223,8b30a406d8edfff,8,6,3,0,0,1.38878,5,8,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469093,18418,360,1,216,20220902,20,448303,118.05259799999993|36.97483193760303,8b30a4a927abfff,0,0,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469094,18418,360,1,216,20220902,20,448300,118.05249558838909|36.973628247639915,8b30a4a92799fff,0,0,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469095,18418,360,1,216,20220902,20,145192,118.1086739403|36.958854536257,8b30a4a9a4d0fff,3,4,2,0,0,1.20812,0,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469096,18418,360,1,216,20220902,20,448298,118.05211713782836|36.97206398096791,8b30a4061b49fff,0,0,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469097,18418,360,1,216,20220902,20,448310,118.06392012371585|36.96355914371921,8b30a406c54dfff,0,1,0,0,0,0.219454,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469098,18418,360,1,216,20220902,20,448308,118.05304735130545|36.96359969050765,8b30a406122afff,1,0,0,0,0,0.4299,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469099,18418,360,1,216,20220902,20,448309,118.05795024635037|36.96419851163445,8b30a406c535fff,0,1,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469100,18418,360,1,216,20220902,20,96562,118.10869289257508|36.96209935760649,8b30a4a9a476fff,6,6,4,0,0,1.26779,4,6,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469101,18418,360,1,216,20220902,20,168241,118.07535578894|36.972046404618,8b30a406ca65fff,9,1,2,0,0,1.31177,4,11,0,0,1,2022/9/2 9:00,2022/9/2 9:00
