,city_id,bike_sn,is_useable,is_used,cnt3,cnt7,cnt14,cnt21,cnt30,label
146,161,816233724,1,1,6,23,46,61,73,41.800000000000004
147,161,816236941,1,0,11,19,32,47,80,37.8
148,161,815957097,1,0,9,25,48,79,124,57.0
149,161,816222441,1,0,0,0,9,43,82,26.800000000000004
150,161,816231414,1,1,8,23,50,76,90,49.400000000000006
151,161,815955225,1,1,14,22,47,69,89,48.2
152,161,815957099,1,1,9,16,52,81,89,49.400000000000006
153,161,815959699,1,1,14,27,47,75,120,56.6
154,161,815959769,1,1,6,18,36,61,92,42.60000000000001
155,161,816218500,1,1,7,30,71,93,139,68.0
156,161,816228900,1,1,15,36,82,105,163,80.2
157,161,816234004,1,1,9,25,49,75,115,54.6
158,161,816236704,1,0,13,26,49,104,144,67.2
159,161,817128964,1,1,19,35,64,79,105,60.400000000000006
160,161,817130457,1,1,18,26,65,90,116,63.0
161,161,815726457,1,1,9,15,40,55,81,40.0
162,161,815943095,1,1,14,32,61,86,133,65.2
163,161,815958167,1,1,3,12,35,56,98,40.800000000000004
164,161,816221962,1,1,2,2,46,75,100,45.0
165,161,816233641,1,1,16,30,61,88,124,63.8
166,161,817131472,1,1,3,12,32,50,87,36.8
167,161,815924154,1,0,20,25,49,66,97,51.400000000000006
168,161,816221529,1,1,9,27,63,96,127,64.4
169,161,816231776,1,1,13,31,48,74,97,52.60000000000001
170,161,817120092,1,1,15,30,55,87,116,60.60000000000001
171,161,817129562,1,1,10,20,41,70,101,48.400000000000006
172,161,816217229,1,1,16,29,39,56,70,42.0
173,161,816218462,1,1,4,8,33,45,62,30.4
174,161,816221724,1,1,18,39,70,109,154,78.0
175,161,816227246,1,1,22,41,82,120,146,82.2
176,161,817120657,1,1,17,27,54,67,95,52.0
177,161,817127672,1,1,17,31,67,91,112,63.60000000000001
178,161,815933225,1,1,4,4,34,53,63,31.6
179,161,816221545,1,1,6,16,40,56,102,44.0
180,161,816223141,1,1,0,15,44,67,101,45.400000000000006
181,161,816231771,1,1,6,8,35,78,97,44.800000000000004
182,161,816233927,1,0,23,24,44,76,128,59.00000000000001
183,161,816236197,1,1,10,28,54,85,117,58.80000000000001
184,161,817120605,1,1,17,20,41,55,82,43.0
185,161,817129655,1,1,11,37,76,101,120,69.0
186,161,815931560,1,1,21,57,87,131,159,91.0
187,161,815960544,1,1,25,35,56,82,127,65.00000000000001
188,161,816235046,1,1,13,19,39,56,71,39.6
189,161,817129517,1,1,13,18,51,83,103,53.6
190,161,815931490,1,1,3,26,50,65,88,46.400000000000006
191,161,815950641,1,1,1,26,59,81,116,56.60000000000001
192,161,816232605,1,1,7,28,59,93,117,60.80000000000001
193,161,816233754,1,1,17,30,47,65,79,47.6
194,161,816233791,1,0,21,36,60,103,150,74.0
195,161,817119929,1,1,13,32,58,77,99,55.8
196,161,815725466,1,1,18,33,50,65,96,52.400000000000006
197,161,815939241,1,1,23,38,68,87,129,69.0
198,161,816233452,1,1,16,35,70,103,136,72.0
199,161,815724960,1,1,16,47,81,99,150,78.6
200,161,816222957,1,1,18,31,66,92,144,70.2
201,161,816223004,1,1,8,12,49,85,122,55.2
202,161,816228669,1,1,13,37,74,106,144,74.8
203,161,817130999,1,1,4,13,36,64,110,45.400000000000006
204,161,815959654,1,1,19,37,66,84,115,64.2
205,161,815959965,1,1,29,50,94,126,165,92.80000000000001
206,161,816222054,1,0,9,21,40,61,86,43.400000000000006
207,161,816231194,1,1,19,53,92,114,158,87.20000000000002
208,161,817128942,1,1,12,33,63,74,103,57.00000000000001
209,161,817129440,1,0,0,0,0,18,35,10.6
210,161,815725029,1,1,17,36,54,72,114,58.60000000000001
211,161,816216602,1,0,17,51,87,104,120,75.80000000000001
212,161,816227745,1,1,15,34,52,84,109,58.8
213,161,816231726,1,1,13,31,61,85,118,61.6
214,161,816234001,1,1,14,38,56,78,94,56.0
215,161,817119269,1,0,0,0,0,0,0,0.0
216,161,815732252,1,1,4,20,63,81,123,58.2
217,161,815732419,1,1,27,48,79,90,113,71.4
218,161,815733124,1,1,14,29,59,100,125,65.4
219,161,815924642,1,1,25,37,71,103,132,73.60000000000001
220,161,816220047,1,1,0,3,22,55,113,38.6
221,161,817119609,1,1,12,35,81,106,140,74.80000000000001
222,161,817131520,1,1,11,31,61,84,120,61.400000000000006
223,161,816217404,1,1,18,28,59,80,119,60.8
224,161,816231724,1,1,10,18,49,67,93,47.400000000000006
225,161,817131226,1,1,12,40,59,74,116,60.2
226,161,815727421,1,0,13,19,33,52,59,35.2
227,161,815929220,1,1,7,15,36,50,74,36.400000000000006
228,161,815950046,1,1,11,18,58,75,121,56.60000000000001
229,161,816231901,1,1,18,42,90,105,137,78.4
230,161,816234109,1,1,12,41,62,97,132,68.80000000000001
231,161,815724756,1,1,8,22,46,66,93,47.0
232,161,815928600,1,1,15,30,55,80,131,62.2
233,161,815932077,1,1,9,9,31,40,59,29.6
234,161,816220547,1,0,7,13,16,37,71,28.800000000000004
235,161,816222505,1,1,14,30,50,79,105,55.6
236,161,816228261,1,1,15,25,42,64,98,48.8
237,161,816228962,1,1,19,34,69,100,123,69.0
238,161,816230210,1,0,11,28,54,71,98,52.400000000000006
239,161,816233990,1,1,18,25,66,101,121,66.2
240,161,816234451,1,1,7,18,47,71,96,47.800000000000004
241,161,817127574,1,0,7,22,49,73,96,49.400000000000006
242,161,815924120,1,1,18,30,46,86,103,56.6
243,161,815925965,1,1,0,7,36,55,73,34.2
244,161,815955065,1,0,10,17,37,63,97,44.800000000000004
245,161,816228902,1,1,5,27,71,110,145,71.6
246,161,816234219,1,1,20,33,70,84,115,64.4
247,161,817120747,1,0,12,27,53,60,94,49.2
248,161,817129022,1,1,3,23,53,86,112,55.400000000000006
249,161,815931122,1,1,9,39,74,98,126,69.2
250,161,815957120,1,1,15,28,73,91,127,66.80000000000001
251,161,816228904,1,1,14,38,75,112,141,76.0
252,161,816231719,1,1,9,27,54,77,105,54.4
253,161,816232625,1,1,14,25,57,81,117,58.80000000000001
254,161,816234699,1,1,9,17,52,74,112,52.800000000000004
255,161,817119120,1,1,2,7,38,55,91,38.599999999999994
256,161,815733004,1,0,0,8,18,32,54,22.400000000000002
257,161,815928601,1,1,7,32,76,104,138,71.4
258,161,815928671,1,0,15,34,44,74,116,56.60000000000001
259,161,816218527,1,1,14,27,63,83,110,59.400000000000006
260,161,816218770,1,1,8,23,41,60,86,43.6
261,161,816221620,1,1,15,32,61,76,115,59.800000000000004
262,161,816222972,1,1,1,5,44,82,118,50.0
263,161,816225972,1,1,5,19,62,84,130,60.0
264,161,816228915,1,1,15,44,79,108,144,78.0
265,161,816229020,1,1,10,24,57,70,108,53.800000000000004
266,161,816232695,1,1,24,34,78,100,151,77.4
267,161,815957007,1,1,14,37,44,70,108,54.6
268,161,815959764,1,1,14,23,65,87,108,59.4
269,161,816233659,1,1,17,36,68,107,146,74.80000000000001
270,161,817127712,1,1,5,18,37,69,107,47.2
271,161,815726164,1,0,22,35,53,85,122,63.400000000000006
272,161,815927700,1,1,4,23,49,74,104,50.8
273,161,815942927,1,1,23,35,60,79,122,63.80000000000001
274,161,815955204,1,1,14,14,50,84,103,53.00000000000001
275,161,816221516,1,1,15,28,48,83,102,55.2
276,161,816225529,1,1,17,32,63,91,126,65.80000000000001
277,161,816232561,1,1,20,28,70,90,120,65.6
278,161,816233740,1,0,0,0,0,22,62,16.8
279,161,817118694,1,1,14,25,60,87,106,58.400000000000006
280,161,817119270,1,1,5,13,36,48,71,34.6
281,161,817129057,1,1,13,20,28,43,60,32.8
282,161,815725225,1,1,12,18,50,71,100,50.2
283,161,815928404,1,1,9,19,50,75,114,53.400000000000006
284,161,815929111,1,1,15,40,69,80,139,68.6
285,161,816218555,1,1,6,27,67,103,119,64.4
286,161,816232699,1,0,9,18,23,48,62,32.0
287,161,815928721,1,1,27,44,83,102,126,76.4
288,161,815943047,1,1,9,30,61,93,127,64.0
289,161,816221616,1,1,12,27,59,90,120,61.6
290,161,816231766,1,0,20,34,59,83,98,58.800000000000004
291,161,816233670,1,1,27,34,67,86,114,65.6
292,161,816234152,1,1,20,37,75,112,144,77.6
293,161,817129456,1,1,6,32,76,101,120,67.0
294,161,817130217,1,1,9,28,59,95,119,62.0
295,161,815929476,1,1,3,24,57,101,150,67.0
296,161,816219466,1,1,13,36,58,68,102,55.400000000000006
297,161,816222407,1,1,7,21,42,71,114,51.0
298,161,816222412,1,1,7,28,43,81,95,50.8
299,161,816234160,1,1,3,19,43,49,65,35.8
300,161,816236404,1,0,0,0,0,6,39,9.0
301,161,817120019,1,1,11,30,64,90,112,61.400000000000006
302,161,817131477,1,1,4,26,63,87,128,61.6
303,161,815931595,1,1,9,25,55,87,125,60.2
304,161,816218406,1,1,0,0,1,1,21,4.6000000000000005
305,161,816232470,1,1,6,17,28,35,56,28.400000000000006
306,161,816236672,1,1,13,24,51,58,94,48.0
307,161,817119460,1,1,22,48,76,111,143,80.0
308,161,817131199,1,1,15,39,68,100,128,70.0
309,161,817131424,1,1,8,28,53,82,113,56.800000000000004
310,161,816217270,1,1,9,30,65,103,122,65.80000000000001
311,161,816221562,1,0,0,0,0,0,22,4.4
312,161,816232546,1,1,0,0,2,3,31,7.2
313,161,816233701,1,1,17,40,76,93,128,70.80000000000001
314,161,816233975,1,1,5,23,45,71,93,47.400000000000006
315,161,816234422,1,0,3,11,19,43,61,27.4
316,161,815733119,1,1,24,41,86,103,130,76.80000000000001
317,161,815942764,1,1,2,11,40,58,72,36.6
318,161,816221497,1,1,15,18,44,61,87,45.0
319,161,816221625,1,0,16,22,34,37,43,30.400000000000006
320,161,816231904,1,1,5,12,50,77,106,50.0
321,161,816232674,1,1,17,34,65,89,114,63.8
322,161,816233602,1,1,12,21,36,70,100,47.8
323,161,817119966,1,1,10,25,64,81,97,55.400000000000006
324,161,815939251,1,1,8,27,43,71,89,47.6
325,161,817129066,1,1,12,36,60,82,119,61.8
326,161,817130110,1,1,18,42,73,93,135,72.2
327,161,815720419,1,1,11,28,48,67,119,54.60000000000001
328,161,816219465,1,1,10,31,59,71,102,54.60000000000001
329,161,816223120,1,1,5,12,36,60,103,43.2
330,161,815939214,1,1,11,34,52,77,103,55.4
331,161,816221666,1,0,18,28,38,47,90,44.2
332,161,816222504,1,1,13,25,53,78,122,58.2
333,161,816228064,1,1,5,11,22,40,60,27.6
334,161,816231752,1,1,14,16,65,70,112,55.400000000000006
335,161,816231794,1,0,25,28,40,63,96,50.400000000000006
336,161,816232611,1,1,10,31,56,76,119,58.400000000000006
337,161,817128642,1,1,13,17,55,74,102,52.2
338,161,817131640,1,1,0,20,54,56,78,41.6
339,161,815957941,1,0,10,17,26,45,81,35.8
340,161,816221002,1,1,27,38,65,108,140,75.6
341,161,816228019,1,0,6,29,51,68,123,55.400000000000006
342,161,816231906,1,1,12,24,42,85,127,58.0
343,161,816232275,1,1,13,30,76,93,113,65.0
344,161,817119407,1,1,11,29,59,80,102,56.2
345,161,817130166,1,1,4,11,51,93,127,57.2
346,161,815725011,1,1,8,22,36,48,79,38.6
347,161,815733059,1,1,6,16,36,52,67,35.4
348,161,815928706,1,0,17,37,58,77,107,59.2
349,161,815938692,1,1,3,26,52,73,92,49.2
350,161,816217274,1,1,5,21,53,79,110,53.6
351,161,816233765,1,1,13,23,64,84,131,63.0
352,161,817119991,1,1,15,28,41,66,110,52.00000000000001
353,161,817120700,1,1,15,32,51,63,107,53.60000000000001
354,161,815942641,1,1,5,38,67,107,161,75.60000000000001
355,161,816218502,1,0,12,36,64,104,154,74.0
356,161,816221510,1,1,23,42,67,98,147,75.4
357,161,816230225,1,1,8,21,26,48,62,33.0
358,161,816231454,1,0,18,40,59,75,104,59.2
359,161,817120419,1,1,13,17,48,64,93,47.0
360,161,817132294,1,1,19,35,57,78,101,58.00000000000001
361,161,817132404,1,1,9,19,46,57,86,43.400000000000006
362,161,816221540,1,1,26,41,76,98,139,76.0
363,161,816222451,1,1,8,17,39,44,83,38.2
364,161,816230660,1,1,9,23,42,52,69,39.0
365,161,816231554,1,1,7,27,51,76,122,56.60000000000001
366,161,815932072,1,1,5,22,47,64,104,48.400000000000006
367,161,815957126,1,1,26,47,100,123,165,92.2
368,161,815959790,1,1,8,24,54,79,104,53.8
369,161,816220104,1,0,18,34,50,82,112,59.2
370,161,816221914,1,1,20,33,55,78,128,62.800000000000004
371,161,816234495,1,1,8,28,63,95,122,63.2
372,161,817130190,1,1,18,37,63,73,124,63.0
373,161,815726646,1,1,9,28,65,96,118,63.2
374,161,816219247,1,1,15,26,53,69,105,53.6
375,161,816222044,1,1,10,12,29,34,67,30.4
376,161,816232612,1,1,3,15,48,68,99,46.60000000000001
377,161,816233662,1,1,14,31,45,63,87,48.0
378,161,816233950,1,1,0,11,65,95,131,60.400000000000006
379,161,816236167,1,1,22,44,76,107,128,75.4
380,161,816236592,1,1,5,24,53,80,108,54.00000000000001
381,161,815725442,1,1,17,31,59,80,112,59.80000000000001
382,161,815955072,1,0,8,14,29,54,84,37.8
383,161,815931191,1,1,14,21,44,83,106,53.60000000000001
384,161,816220561,1,1,14,28,52,75,91,52.0
385,161,816222950,1,1,8,10,44,76,108,49.2
386,161,816234071,1,1,8,14,26,36,43,25.4
387,161,816236412,1,0,13,33,54,79,120,59.8
388,161,817128052,1,1,13,26,50,74,93,51.2
389,161,815727655,1,1,7,7,40,76,117,49.400000000000006
390,161,815932079,1,0,0,0,0,13,56,13.8
391,161,816219440,1,0,13,29,65,99,153,71.80000000000001
392,161,816231915,1,1,0,0,7,16,42,13.0
393,161,815716655,1,1,13,35,44,55,66,42.6
394,161,815725241,1,1,14,26,58,83,95,55.2
395,161,816220106,1,1,14,31,60,91,110,61.2
396,161,816230462,1,1,18,46,89,118,148,83.80000000000001
397,161,816231296,1,1,15,30,69,80,88,56.4
398,161,815931570,1,1,6,8,19,33,37,20.6
399,161,816234122,1,1,7,23,38,63,100,46.2
400,161,817118455,1,1,9,26,61,83,106,57.00000000000001
401,161,817120514,1,1,15,31,63,78,113,60.00000000000001
402,161,817131575,1,1,13,26,64,87,121,62.2
403,161,815932692,1,1,11,26,68,83,110,59.6
404,161,816221564,1,1,10,21,51,77,112,54.2
405,161,816230229,1,1,15,21,42,71,100,49.800000000000004
406,161,816231721,1,0,0,1,17,27,61,21.200000000000003
407,161,816231919,1,1,0,14,36,80,124,50.8
408,161,817130257,1,1,13,33,61,91,119,63.400000000000006
409,161,816221517,1,1,16,38,77,105,139,75.0
410,161,816223111,1,1,7,21,56,89,119,58.400000000000006
411,161,817131092,1,1,14,33,61,72,96,55.2
412,161,817132272,1,1,21,33,63,92,107,63.2
413,161,815950654,1,1,10,27,61,96,124,63.60000000000001
414,161,816233454,1,1,15,29,47,63,94,49.60000000000001
415,161,816233692,1,1,20,26,53,80,106,57.0
416,161,816233921,1,1,14,40,64,105,140,72.6
417,161,816234104,1,1,16,32,73,100,124,69.0
418,161,816236559,1,1,20,32,53,86,125,63.2
419,161,817128710,1,0,0,2,9,30,56,19.4
420,161,815932222,1,1,5,13,30,53,90,38.2
421,161,816236922,1,1,13,21,41,54,73,40.400000000000006
422,161,817130250,1,1,16,24,50,75,101,53.2
423,161,815732664,1,1,9,19,41,51,64,36.8
424,161,815733000,1,1,11,40,71,103,148,74.6
425,161,816220514,1,1,18,26,66,89,123,64.4
426,161,816221615,1,1,20,43,64,96,121,68.80000000000001
427,161,816221965,1,1,4,18,47,73,124,53.2
428,161,816231761,1,1,10,32,67,92,138,67.80000000000001
429,161,816233679,1,1,11,27,56,76,123,58.6
430,161,817131449,1,1,9,32,59,85,109,58.8
431,161,815733020,1,1,6,20,70,113,141,70.0
432,161,815927725,1,0,15,36,45,78,119,58.599999999999994
433,161,815957140,1,1,14,20,41,67,102,48.800000000000004
434,161,816218469,1,1,28,43,72,116,156,83.0
435,161,816219654,1,1,2,11,31,54,80,35.6
436,161,816221566,1,1,15,32,59,89,113,61.6
437,161,816231775,1,1,4,20,43,73,94,46.8
438,161,816232670,1,1,17,40,74,98,145,74.80000000000001
439,161,816233471,1,1,15,31,76,98,139,71.8
440,161,816233656,1,1,7,29,54,79,109,55.599999999999994
441,161,817128641,1,1,22,48,68,94,132,72.80000000000001
442,161,815733006,1,1,8,26,67,94,120,63.0
443,161,815928607,1,0,10,32,48,82,117,57.80000000000001
444,161,816222466,1,1,18,50,80,110,145,80.6
445,161,816223194,1,1,8,28,53,74,117,56.000000000000014
446,161,816228072,1,1,9,32,52,82,110,57.0
447,161,817128712,1,0,20,27,27,56,92,44.400000000000006
448,161,815725024,1,1,6,21,60,67,104,51.599999999999994
449,161,816233650,1,1,12,30,46,84,108,56.00000000000001
450,161,816234110,1,1,13,28,47,73,105,53.2
451,161,817131074,1,1,13,28,57,88,119,61.0
452,161,816216500,1,1,18,30,59,78,116,60.2
453,161,816220109,1,1,5,20,56,80,98,51.800000000000004
454,161,816232577,1,1,12,37,70,86,124,65.8
455,161,816233611,1,0,3,7,16,28,56,22.0
456,161,817120176,1,1,5,20,48,86,114,54.6
457,161,817131566,1,1,10,24,45,71,107,51.400000000000006
458,161,815956751,1,1,3,10,36,67,93,41.800000000000004
459,161,816217297,1,0,16,29,45,63,130,56.6
460,161,816218572,1,1,13,38,76,96,113,67.20000000000002
461,161,816221526,1,0,0,0,0,0,0,0.0
462,161,816221955,1,1,23,52,93,109,142,83.80000000000001
463,161,815932022,1,1,14,29,57,87,128,63.00000000000001
464,161,816221977,1,1,17,52,95,131,178,94.6
465,161,816233961,1,1,7,31,52,96,112,59.60000000000001
466,161,817120742,1,1,7,17,39,70,112,49.0
467,161,815733146,1,0,12,25,60,92,140,65.8
468,161,815950640,1,0,1,4,26,67,115,42.6
469,161,815954459,1,1,13,30,70,100,130,68.6
470,161,816221447,1,1,24,50,83,105,142,80.80000000000001
471,161,817120290,1,0,11,11,11,18,76,25.400000000000002
472,161,815713505,1,1,13,29,64,80,130,63.2
473,161,815733005,1,1,8,29,44,60,75,43.2
474,161,816222405,1,1,10,34,68,82,113,61.400000000000006
475,161,816231774,1,0,0,4,9,31,58,20.400000000000002
476,161,817119002,1,1,10,26,58,78,89,52.2
477,161,817119457,1,1,25,40,61,66,97,57.80000000000001
478,161,815732465,1,1,15,36,65,79,120,63.0
479,161,816218442,1,1,16,35,63,99,131,68.80000000000001
480,161,816231790,1,1,25,51,70,104,144,78.8
481,161,816233957,1,1,15,37,61,91,129,66.6
482,161,816235696,1,0,9,32,57,86,119,60.599999999999994
483,161,817119744,1,1,9,25,45,61,75,43.0
484,161,817131611,1,1,12,31,68,105,122,67.60000000000001
485,161,815723951,1,1,18,36,67,93,121,67.0
486,161,815933791,1,1,17,37,59,72,88,54.6
487,161,816216526,1,1,2,7,39,76,105,45.800000000000004
488,161,816223156,1,1,12,32,66,106,140,71.2
489,161,816233456,1,1,12,37,67,92,126,66.80000000000001
490,161,816233719,1,1,7,27,58,88,122,60.400000000000006
491,161,816233750,1,1,10,29,61,96,112,61.60000000000001
492,161,817130964,1,1,4,12,39,59,79,38.6
493,161,815725057,1,1,14,28,59,87,133,64.20000000000002
494,161,815726421,1,1,2,15,53,86,122,55.60000000000001
495,161,815932051,1,0,18,32,53,75,118,59.2
496,161,815950672,1,1,5,19,47,65,90,45.2
497,161,816218525,1,1,8,33,69,99,132,68.2
498,161,816219471,1,1,6,12,38,73,107,47.2
499,161,816221945,1,1,15,31,76,95,136,70.6
500,161,816231241,1,1,15,29,55,70,86,51.0
501,161,816232504,1,1,9,15,45,74,98,48.2
502,161,815725077,1,1,1,6,32,56,81,35.2
503,161,816220590,1,1,12,33,76,93,129,68.60000000000001
504,161,816221567,1,1,5,19,43,66,89,44.400000000000006
