,city_id,start_point,lon,lat
0,161,115.02881334305158|24.789163510639217,115.02881334305158,24.789163510639217
1,161,115.0364111151654|24.78532970606452,115.0364111151654,24.78532970606452
2,161,115.02907472705053|24.796037462298045,115.02907472705053,24.796037462298045
3,161,115.03821789530929|24.77130743681987,115.03821789530929,24.77130743681987
4,161,115.039955772993|24.76981253974817,115.039955772993,24.76981253974817
5,161,115.03196866499421|24.771294186258043,115.03196866499421,24.771294186258043
6,161,115.04368631957509|24.77234509367735,115.04368631957509,24.77234509367735
7,161,115.04957425876623|24.762993212776987,115.04957425876623,24.762993212776987
8,161,115.04359400141117|24.778046939696374,115.04359400141117,24.778046939696374
9,161,115.04574641259818|24.787641497174576,115.04574641259818,24.787641497174576
10,161,115.02956613320121|24.779542053203706,115.02956613320121,24.779542053203706
11,161,115.06567024644143|24.776567997554913,115.06567024644143,24.776567997554913
12,161,115.02879325136836|24.774451798042865,115.02879325136836,24.774451798042865
13,161,115.03037608714881|24.783708141567082,115.03037608714881,24.783708141567082
14,161,115.03513166184044|24.77981882964363,115.03513166184044,24.77981882964363
15,161,115.04179443998949|24.775201415093733,115.04179443998949,24.775201415093733
16,161,115.03930915997135|24.785216355911164,115.03930915997135,24.785216355911164
17,161,115.03898188381834|24.783249841697195,115.03898188381834,24.783249841697195
18,161,115.03957506785841|24.78269759714808,115.03957506785841,24.78269759714808
19,161,115.02915187873747|24.777381680050343,115.02915187873747,24.777381680050343
20,161,115.01305450776476|24.781339702538443,115.01305450776476,24.781339702538443
21,161,115.04354015261562|24.780489118945034,115.04354015261562,24.780489118945034
22,161,115.03345694123335|24.77938280755292,115.03345694123335,24.77938280755292
23,161,115.0366892748566|24.785882926517928,115.0366892748566,24.785882926517928
24,161,115.03582589331657|24.784729736446927,115.03582589331657,24.784729736446927
25,161,115.0343249792633|24.783214014992545,115.0343249792633,24.783214014992545
26,161,115.02833614508727|24.77741431263343,115.02833614508727,24.77741431263343
27,161,115.05134391151898|24.773244825849748,115.05134391151898,24.773244825849748
28,161,115.01640774178931|24.77988881276085,115.01640774178931,24.77988881276085
29,161,115.04187727999604|24.77970560126652,115.04187727999604,24.77970560126652
30,161,115.05783830409486|24.77900869493777,115.05783830409486,24.77900869493777
31,161,115.0320859309232|24.788151631070217,115.0320859309232,24.788151631070217
32,161,115.03429524824134|24.779247511659893,115.03429524824134,24.779247511659893
33,161,115.03095582158306|24.794639120958028,115.03095582158306,24.794639120958028
34,161,115.03296115254321|24.777273580568128,115.03296115254321,24.777273580568128
35,161,115.03519880165916|24.787714176889672,115.03519880165916,24.787714176889672
36,161,115.05285567311927|24.779369008492996,115.05285567311927,24.779369008492996
37,161,115.04381837689064|24.78060710686255,115.04381837689064,24.78060710686255
38,161,115.03071388750867|24.794252493520258,115.03071388750867,24.794252493520258
39,161,115.03487178659519|24.787539075458756,115.03487178659519,24.787539075458756
40,161,115.07346329914061|24.78037263513017,115.07346329914061,24.78037263513017
41,161,115.04491582382448|24.7796165959283,115.04491582382448,24.7796165959283
42,161,115.03357944271548|24.789417759408565,115.03357944271548,24.789417759408565
43,161,115.03474260122111|24.77326429449259,115.03474260122111,24.77326429449259
44,161,115.02758324446938|24.78885474714195,115.02758324446938,24.78885474714195
45,161,115.03726033447134|24.78900117384304,115.03726033447134,24.78900117384304
46,161,115.03240444322851|24.791709377948607,115.03240444322851,24.791709377948607
47,161,115.04101543342777|24.777669205102843,115.04101543342777,24.777669205102843
48,161,115.05215841065215|24.784379456206526,115.05215841065215,24.784379456206526
49,161,115.05268375890802|24.779847162301433,115.05268375890802,24.779847162301433
50,161,115.03163682772366|24.79150441062709,115.03163682772366,24.79150441062709
51,161,115.0494806113152|24.777295668689252,115.0494806113152,24.777295668689252
52,161,115.01918865039549|24.789524774994725,115.01918865039549,24.789524774994725
53,161,115.04242951849959|24.775299791935865,115.04242951849959,24.775299791935865
54,161,115.02292291355342|24.78527229122133,115.02292291355342,24.78527229122133
55,161,115.05215696039133|24.780591500159616,115.05215696039133,24.780591500159616
56,161,115.03711714172967|24.779183870294993,115.03711714172967,24.779183870294993
57,161,115.04371710356497|24.778311754071964,115.04371710356497,24.778311754071964
58,161,115.03241605701807|24.77927537914276,115.03241605701807,24.77927537914276
59,161,115.03678054603844|24.779278112099806,115.03678054603844,24.779278112099806
60,161,115.02852367120964|24.778980008454393,115.02852367120964,24.778980008454393
61,161,115.04599097147191|24.780969951599776,115.04599097147191,24.780969951599776
62,161,115.03778429072419|24.77945886012061,115.03778429072419,24.77945886012061
63,161,115.02549336061833|24.77748343780376,115.02549336061833,24.77748343780376
64,161,115.02748742206266|24.788815496305915,115.02748742206266,24.788815496305915
65,161,115.03501794487093|24.78656239003681,115.03501794487093,24.78656239003681
66,161,115.0195915821715|24.77766984569797,115.0195915821715,24.77766984569797
67,161,115.03350595171412|24.789438740954804,115.03350595171412,24.789438740954804
68,161,115.03191708973621|24.779393562772043,115.03191708973621,24.779393562772043
69,161,115.03312299878928|24.779341453188355,115.03312299878928,24.779341453188355
70,161,115.04671602623777|24.776821867604603,115.04671602623777,24.776821867604603
71,161,115.03824047041603|24.776702833908498,115.03824047041603,24.776702833908498
72,161,115.04590384605694|24.76384395528282,115.04590384605694,24.76384395528282
73,161,115.01260189150008|24.781225393351722,115.01260189150008,24.781225393351722
74,161,115.02354485912713|24.778706897281037,115.02354485912713,24.778706897281037
75,161,115.04182241824788|24.779534204529433,115.04182241824788,24.779534204529433
76,161,115.0442525870751|24.77573885242161,115.0442525870751,24.77573885242161
77,161,115.04503827874261|24.784122690070056,115.04503827874261,24.784122690070056
78,161,115.03151374721922|24.791526812528694,115.03151374721922,24.791526812528694
79,161,115.03545416402984|24.77753810676282,115.03545416402984,24.77753810676282
80,161,115.03837932885116|24.776891867668354,115.03837932885116,24.776891867668354
81,161,115.05603841943753|24.779596996614146,115.05603841943753,24.779596996614146
82,161,115.05583873925966|24.779517932517706,115.05583873925966,24.779517932517706
83,161,115.03951577840193|24.778212253462744,115.03951577840193,24.778212253462744
84,161,115.03848412370012|24.7791546912059,115.03848412370012,24.7791546912059
85,161,115.04453551321319|24.787118059171814,115.04453551321319,24.787118059171814
86,161,115.02197383596443|24.778707873126685,115.02197383596443,24.778707873126685
87,161,115.03425458365645|24.78701786221636,115.03425458365645,24.78701786221636
88,161,115.04425878086323|24.78722051613507,115.04425878086323,24.78722051613507
89,161,115.04386291003318|24.773952386653665,115.04386291003318,24.773952386653665
90,161,115.05261101246461|24.77671655704701,115.05261101246461,24.77671655704701
91,161,115.03757598008546|24.78340687805862,115.03757598008546,24.78340687805862
92,161,115.04271434165177|24.779468974219178,115.04271434165177,24.779468974219178
93,161,115.03546880516058|24.77923975087755,115.03546880516058,24.77923975087755
94,161,115.04000238853135|24.782297074453776,115.04000238853135,24.782297074453776
95,161,115.03288499566278|24.772177829953545,115.03288499566278,24.772177829953545
96,161,115.03997536496271|24.755242707678235,115.03997536496271,24.755242707678235
97,161,115.03772248414026|24.772000433009193,115.03772248414026,24.772000433009193
98,161,115.07713364516535|24.790613055753916,115.07713364516535,24.790613055753916
99,161,115.03379386187056|24.79047465945276,115.03379386187056,24.79047465945276
100,161,115.03365790082108|24.791253289378815,115.03365790082108,24.791253289378815
101,161,115.04286418315066|24.779668054900664,115.04286418315066,24.779668054900664
102,161,115.02101070349474|24.77738085016986,115.02101070349474,24.77738085016986
103,161,115.03694197939807|24.785114388594252,115.03694197939807,24.785114388594252
104,161,115.05241609020338|24.776199350496245,115.05241609020338,24.776199350496245
105,161,115.02830940830633|24.7774025256108,115.02830940830633,24.7774025256108
106,161,115.03436839837546|24.786716808226025,115.03436839837546,24.786716808226025
107,161,115.0497492609207|24.780467234067967,115.0497492609207,24.780467234067967
108,161,115.03571409890456|24.777409316736545,115.03571409890456,24.777409316736545
109,161,115.04363141435722|24.772984682073364,115.04363141435722,24.772984682073364
110,161,115.03896938486052|24.777421420176278,115.03896938486052,24.777421420176278
111,161,115.03823058442423|24.779124676489968,115.03823058442423,24.779124676489968
112,161,115.03679014899934|24.75968531209169,115.03679014899934,24.75968531209169
113,161,115.04056338839274|24.7758826141441,115.04056338839274,24.7758826141441
114,161,115.0480535030515|24.778298271624934,115.0480535030515,24.778298271624934
115,161,115.04768115998984|24.77740469197179,115.04768115998984,24.77740469197179
116,161,115.03464379949183|24.796094168001463,115.03464379949183,24.796094168001463
117,161,115.05020700631397|24.77692818821886,115.05020700631397,24.77692818821886
118,161,115.04259293253669|24.780996847074586,115.04259293253669,24.780996847074586
119,161,115.03704863255477|24.776065575412524,115.03704863255477,24.776065575412524
120,161,115.02748737413833|24.788866601051858,115.02748737413833,24.788866601051858
121,161,115.03110530278423|24.77738882495687,115.03110530278423,24.77738882495687
122,161,115.03720698096473|24.776268608972124,115.03720698096473,24.776268608972124
123,161,115.03558780899962|24.780535911531498,115.03558780899962,24.780535911531498
124,161,115.03568737561228|24.78116527448089,115.03568737561228,24.78116527448089
125,161,115.04241562924315|24.779832455625403,115.04241562924315,24.779832455625403
126,161,115.0345904947346|24.77763787710538,115.0345904947346,24.77763787710538
127,161,115.04009603124662|24.778353858289663,115.04009603124662,24.778353858289663
128,161,115.04241967797137|24.77509798543018,115.04241967797137,24.77509798543018
129,161,115.01877445985825|24.77932109870459,115.01877445985825,24.77932109870459
130,161,115.03272234203153|24.777264845563618,115.03272234203153,24.777264845563618
131,161,115.0259720644757|24.7790109498452,115.0259720644757,24.7790109498452
132,161,115.03839807155013|24.77962238663478,115.03839807155013,24.77962238663478
133,161,115.03888717470967|24.779853375864,115.03888717470967,24.779853375864
134,161,115.03921122832543|24.78295581171466,115.03921122832543,24.78295581171466
135,161,115.0403594642744|24.769613413607903,115.0403594642744,24.769613413607903
