id,plan_id,city_id,area_id,group_id,tdate,span_id,bike_sn,longitude,latitude,block_id,block_center_point,score,bike_model,bike_type,bike_usage,remain_time,block_cost_opportunity,status,create_time,update_time
11187981,18418,360,1,216,20220902,20,811829601,118.0984421,36.9625778,8b30a406d2adfff,118.09836325639971|36.962708679722915,1,,0,0,35.4662,1.05,1,2022/9/2 9:00,2022/9/2 9:00
11187982,18418,360,1,216,20220902,20,811827499,118.0904694,36.9414902,8b30a406b984fff,118.09049368184033|36.94159754236461,1,,0,0,214.034,1.11934,1,2022/9/2 9:00,2022/9/2 9:00
11187983,18418,360,1,216,20220902,20,811827467,118.1105652,36.9653168,8b30a4a9a199fff,118.11045400646633|36.9652227293264,1,,0,0,64.7545,0.799295,1,2022/9/2 9:00,2022/9/2 9:00
11187984,18418,360,1,216,20220902,20,811827505,118.1143265,36.9759026,8b30a4a984aefff,118.11424421526024|36.97589303808229,0,,0,0,1.1259,0.290583,1,2022/9/2 9:00,2022/9/2 9:00
11187985,18418,360,1,216,20220902,20,811829591,118.1119156,36.9557571,8b30a4069b5afff,118.11200584567544|36.955792775992585,0,,0,0,17.3709,0,1,2022/9/2 9:00,2022/9/2 9:00
11187986,18418,360,1,216,20220902,20,811829559,118.1077118,36.9711876,8b30a4a9a8b1fff,118.10763917345245|36.971092080763235,0,,0,0,0.916457,1.1436,1,2022/9/2 9:00,2022/9/2 9:00
11187987,18418,360,1,216,20220902,20,811827456,118.1104584,36.9671936,8b30a4a9a1adfff,118.11045792642057|36.967170265705036,1,,0,0,40.7917,0,1,2022/9/2 9:00,2022/9/2 9:00
11187988,18418,360,1,216,20220902,20,811827459,118.1113434,36.9632187,8b30a4a9a091fff,118.11139230468872|36.96326552300078,1,,0,0,86.1023,1.10357,1,2022/9/2 9:00,2022/9/2 9:00
11187989,18418,360,1,216,20220902,20,811827494,118.1007309,36.9716339,8b30a4a9ad35fff,118.10073332748287|36.971464494199004,1,,0,0,36.3142,1.24448,1,2022/9/2 9:00,2022/9/2 9:00
11187990,18418,360,1,216,20220902,20,811829557,118.1121216,36.9710388,8b30a4a9a8c5fff,118.11187908276946|36.97105053706087,0,,0,0,1.34868,1.04849,1,2022/9/2 9:00,2022/9/2 9:00
11187991,18418,360,1,216,20220902,20,811829590,118.0848236,36.9586716,8b30a406d48bfff,118.08473120788557|36.95876222664128,0,,0,0,17.5867,0.791017,1,2022/9/2 9:00,2022/9/2 9:00
11187992,18418,360,1,216,20220902,20,811829565,118.1150513,36.9700699,8b30a4a9ab9cfff,118.11517496026207|36.97004091241797,1,,0,0,46.892,0.812566,1,2022/9/2 9:00,2022/9/2 9:00
